outlet,phase,source,target,polarity,raw_verb,quote,doc_id
dawn,pre,US,Saudi_Arabia,positive,said,I just see how important that is to you … and we’re going to start working in Sudan,319_0
dawn,pre,US,Saudi_Arabia,neutral,plans to sell,The F-35 fighter jets the United States plans to sell Saudi Arabia,325_0
dawn,pre,Israel,Saudi_Arabia,negative,opposed,the Israeli Air Force opposed the planned sale,325_0
dawn,pre,Israel,Saudi_Arabia,negative,warning,warning in a position paper to political leaders that it would undermine Israel’s air superiority in the region,325_0
dawn,pre,US,Saudi_Arabia,neutral,said,US officials said a formal qualitative military edge (QME) review will be required before the sale is finalised,325_0
dawn,pre,Iran,US,negative,demands remain detrimental,the US demands remain “detrimental to our national interests”,330_0
dawn,pre,Iran,EU,negative,no longer useful,talks with European governments were “no longer useful” after they triggered the snapback sanctions,330_0
dawn,pre,US,Iran,negative,refused to grant visas,the United States refused to grant visas to several members of the delegation,379_0
dawn,pre,Iran,US,negative,denounced,Taj had denounced the decision as being a political one,379_0
dawn,pre,Iran,US,negative,tell them to desist,FIFA must tell them (US) to desist from this behaviour,379_0
dawn,pre,Iran,US,negative,demanded,An Iranian court has demanded that the United States pay an amount of $22 billion for purportedly providing support for mass protests in 2022,406_0
dawn,pre,Iran,US,negative,ordered,The US government has been ordered by a Tehran court to pay more than $22 billion for providing material and moral support to the 2022 rioters,406_0
dawn,pre,Egypt,Pakistan,positive,suggested,suggested a broader Pakistani role in the reconstruction and recovery of the conflict-battered territory,388_0
dawn,pre,Egypt,US,neutral,working with,"We are working with various partners, including the United States, to agree on a specific mission and mandate",388_0
dawn,pre,Egypt,Pakistan,positive,looked to,looked to Pakistan for an expanded role,388_0
dawn,pre,Egypt,Pakistan,positive,need,"we need everything from Pakistan, not only funding, but also participation from private companies in reconstruction and recovery efforts",388_0
dawn,pre,Egypt,Pakistan,positive,expecting,We are expecting a more engaged role from your great country,388_0
dawn,pre,Egypt,Pakistan,positive,noted,Abdelatty noted that both Pakistan and Egypt viewed the realisation of a Palestinian state as the only path to sustainable peace,388_0
dawn,pre,Egypt,Pakistan,positive,called for,he called for scaling up economic ties,388_0
dawn,pre,Egypt,Pakistan,positive,said,"He said both countries must double trade volume, boost mutual investments, and strengthen South-South cooperation",388_0
dawn,pre,Egypt,Pakistan,positive,noted,"He noted proposals under discussion, including reformulating the Pakistan-Egypt Business Council and convening a business forum in either Karachi or Cairo to connect the private sectors of both countries",388_0
dawn,pre,Egypt,Pakistan,positive,said,"He said Egypt and Pakistan should enhance cooperation in energy, textiles, food processing, agriculture, information technology, digitisation, artificial intelligence and petrochemicals, while also expanding collaboration on counter-terrorism, combatting illegal migration and trafficking, and pursuing defence cooperation centred on technology transfer and joint projects",388_0
dawn,pre,US,Pakistan,positive,thanked,thanked Pakistan and other members of the UN Security Council (UNSC) for approving his administration’s plan,310_0
dawn,pre,US,China,positive,thanked,thanked China and Russia for not vetoing the US-drafted resolution,310_0
dawn,pre,US,Russia,positive,thanked,thanked China and Russia for not vetoing the US-drafted resolution,310_0
dawn,pre,US,Qatar,positive,thanked,"thanked states outside the Council that backed the initiative, naming Qatar, Egypt, the UAE, Saudi Arabia, Indonesia, Turkiye and Jordan",310_0
dawn,pre,US,Egypt,positive,thanked,"thanked states outside the Council that backed the initiative, naming Qatar, Egypt, the UAE, Saudi Arabia, Indonesia, Turkiye and Jordan",310_0
dawn,pre,US,UAE,positive,thanked,"thanked states outside the Council that backed the initiative, naming Qatar, Egypt, the UAE, Saudi Arabia, Indonesia, Turkiye and Jordan",310_0
dawn,pre,US,Saudi_Arabia,positive,thanked,"thanked states outside the Council that backed the initiative, naming Qatar, Egypt, the UAE, Saudi Arabia, Indonesia, Turkiye and Jordan",310_0
dawn,pre,US,Jordan,positive,thanked,"thanked states outside the Council that backed the initiative, naming Qatar, Egypt, the UAE, Saudi Arabia, Indonesia, Turkiye and Jordan",310_0
dawn,pre,Israel,Lebanon,neutral,held,Lebanese and Israeli civilian representatives held their first direct talks in decades,419_0
dawn,pre,Israel,Lebanon,positive,met,The two sides met at the UN peacekeeping force’s headquarters in Lebanon’s Naqura,419_0
dawn,pre,Israel,Lebanon,positive,establish a basis for a relationship and economic cooperation,Today’s meeting in Lebanon is an initial attempt to establish a basis for a relationship and economic cooperation between Israel and Lebanon,419_0
dawn,pre,US,Lebanon,positive,welcomed,Washington’s embassy welcomed the inclusion of civilian representatives,419_0
dawn,pre,Lebanon,Israel,positive,declared itself ready for negotiations,Lebanon has declared itself ready for negotiations with its southern neighbour,419_0
dawn,pre,Israel,Lebanon,positive,join the abraham accords,Israeli Prime Minister Netanyahu has repeatedly said Lebanon should join the Abraham Accords,419_0
dawn,pre,Lebanon,UN,neutral,arrested,The Lebanese army has arrested six people after gunmen attacked UN peacekeepers,442_0
dawn,pre,UN,Israel,neutral,urged,A United Nations Security Council delegation on Saturday urged all parties to uphold a year-old ceasefire between Israel and Hezbollah,442_0
dawn,pre,UN,Hezbollah,neutral,urged,A United Nations Security Council delegation on Saturday urged all parties to uphold a year-old ceasefire between Israel and Hezbollah,442_0
dawn,pre,UN,Lebanon,positive,expressing support,expressing support for a state weapons monopoly at the end of a Lebanon visit,442_0
dawn,pre,UN,Lebanon,positive,support,We support the Lebanese government’s decision to ensure the state’s monopoly of arms,442_0
dawn,pre,UN,Lebanon,positive,urging,urging “intensified international support” for Lebanon’s army,442_0
dawn,pre,Lebanon,Israel,neutral,told,Aoun told the delegation on Friday that Lebanon does not want war with Israel,442_0
dawn,pre,US,Israel,neutral,pushes,US president pushes Netanyahu to ‘adjust his approach’,423_0
dawn,pre,US,Israel,neutral,asked,"Trump asked Netanyahu: “Why they were being killed rather than allowed to surrender,” referring to Hamas fighters reportedly killed in Rafah.",423_0
dawn,pre,Israel,Jordan,positive,permitted,the transfer of goods and aid from Jordan to the area of Judea and Samaria and to the Gaza Strip will be permitted through the Allenby Crossing,462_0
dawn,pre,US,Israel,neutral,held,"The United States, Israel, and Qatar held a trilateral meeting in New York on Sunday",454_0
dawn,pre,US,Qatar,neutral,held,"The United States, Israel, and Qatar held a trilateral meeting in New York on Sunday",454_0
dawn,pre,Israel,Qatar,neutral,held,"The United States, Israel, and Qatar held a trilateral meeting in New York on Sunday",454_0
dawn,pre,Qatar,Israel,neutral,held,"The United States, Israel, and Qatar held a trilateral meeting in New York on Sunday",454_0
dawn,pre,Israel,Hezbollah,negative,hit,hit a Hezbollah training centre and other targets,466_0
dawn,pre,Israel,Lebanon,negative,strikes,Israel has kept up strikes on Lebanon,466_0
dawn,pre,Israel,Hezbollah,negative,struck,struck “infrastructure belonging to the Hezbollah terrorist organization,466_0
dawn,pre,Israel,Hezbollah,negative,hit,a training and qualification compound used by Hezbollah’s Radwan Force” was hit,466_0
dawn,pre,Israel,Hezbollah,negative,hit,military structures and a launch site belonging to Hezbollah”,466_0
dawn,pre,Israel,Lebanon,negative,attacks,Israel says its continued attacks on Lebanon are to prevent the group from rearming,466_0
dawn,pre,Lebanon,France,negative,rejected,Lebanese President Joseph Aoun rejected “accusations claiming that the Lebanese army is not fully carrying out its role south of the Litani River”,466_0
dawn,pre,Lebanon,France,positive,supports,Lebanon “supports any audit conducted by the ceasefire monitoring committee regarding the procedures implemented south of the Litani”,466_0
dawn,pre,Israel,UN,negative,fired on,Israeli forces fired on its peacekeepers,472_0
dawn,pre,UN,Israel,negative,urging,urging Israel’s army to “cease aggressive behaviour”,472_0
dawn,pre,UN,Israel,negative,asked,Peacekeepers asked the IDF to stop firing through UNIFIL’s liaison channels,472_0
dawn,pre,UN,Israel,negative,call on,We call on the IDF to cease aggressive behaviour and attacks on or near peacekeepers,472_0
dawn,pre,US,Pakistan,positive,approved the sale,"The United States has approved the sale of advanced technology and support for Pakistan’s F-16 fighter jets, valued at $686 million",469_0
dawn,pre,US,Pakistan,positive,allowing pakistan to retain interoperability,will support the foreign policy and national security objectives of the United States by allowing Pakistan to retain interoperability with US and partner forces in ongoing counterterrorism efforts,469_0
dawn,pre,US,Pakistan,positive,modernising pakistan’s f-16 fleet,The proposed sale is also aimed at modernising Pakistan’s F-16 fleet and addressing operational safety concerns,469_0
dawn,pre,US,Pakistan,positive,provide more seamless integration and interoperability,"These updates will provide more “seamless integration and interoperability between the Pakistan Air Force and the US Air Force in combat operations, exercises, and training",469_0
dawn,pre,US,Pakistan,positive,emphasises pakistan’s readiness,"The letter also emphasises Pakistan’s readiness to absorb the technology, stating that the country “has shown a commitment to maintaining its military forces and will have no difficulty absorbing these articles and services into its armed forces",469_0
dawn,pre,US,Pakistan,neutral,asserting,asserting that “the proposed sale of this equipment and support will not alter the basic military balance in the region,469_0
dawn,pre,US,Pakistan,neutral,pointed out,The US defence agency pointed out that “implementation of this proposed sale will not require the assignment of any additional US Government or contractor representatives to Pakistan,469_0
dawn,pre,US,Pakistan,positive,"provide pakistan with us government and contractor engineering, technical, and logistics support services","The package will also provide Pakistan with US government and contractor engineering, technical, and logistics support services, studies and surveys, and other related elements of logistical and program support",469_0
dawn,pre,Pakistan,US,positive,welcomes the us offer,"Pakistan still welcomes the US offer, as it will enhance the shelf life of its F-16s until 2040",469_0
dawn,pre,US,Israel,positive,told,"US Ambassador to the United Nations Mike Waltz, who visited Israel this week, told PM Benjamin Netanyahu and other officials that the Trump administration is going to lead the ISF and appoint a two-star general as its commander",475_0
dawn,pre,Pakistan,Israel,negative,condemned,"the Foreign Office spokesperson confirmed that while the situation in Gaza was a key topic of discussion during a recent visit by the President of Indonesia, Pakistan had made no commitment to join the ISF so far. “This is a sovereign decision of any country,” the spokesperson said. “As far as Pakistan is concerned, such a decision has not been taken as yet.” The spokesperson also recalled a recent conversation between Foreign Minister Ishaq Dar and his Saudi counterpart, Prince Faisal bin Farhan Al Saud, where Gaza was a primary topic. The two had strongly condemned Israel’s unilateral plan to restrict the Rafah crossing for the exit only of Gaza residents",475_0
